ie	110
if	100
ig	130
ih	169
ii	132
ij	110
ik	140
il	121
im	168
in	225
io	110
ip	168
iq	140
ir	110
is	110
it	140
iu	110
iv	120
iw	110
ix	120
iy	168
iz	150
i;	169
i,	216
i/	225
i.	180
i_	100
ja	130
jb	150
jc	120
jd	100
je	110
jf	100
jg	130
jh	182
ji	121
jj	120
jk	100
jl	110
jm	168
jn	225
jo	121
jp	182
jq	140
jr	110
js	110
jt	140
ju	154
jv	120
jw	110
jx	120
jy	210
jz	150
j;	156
j,	144
j/	210
j.	156
j_	100
ka	130
kb	150
kc	120
kd	100
ke	110
kf	100
kg	130
kh	156
ki	110
kj	125
kk	120
kl	110
km	132
kn	195
ko	121
kp	168
kq	140
kr	110
ks	110
kt	140
ku	121
kv	120
kw	110
kx	120
ky	168
kz	150
k;	156
k,	168
k/	195
k.	144
k_	100
la	130
lb	150
lc	120
ld	100
le	110
lf	100
lg	130
lh	169
li	121
lj	100
lk	100
ll	132
lm	132
ln	210
lo	154
lp	224
lq	140
lr	110
ls	110
lt	140
lu	121
lv	120
lw	110
lx	120
ly	182
lz	150
l;	208
l,	144
l/	240
l.	168
l_	100
ma	130
mb	150
mc	120
md	100
me	110
mf	100
mg	130
mh	195
mi	132
mj	140
mk	110
ml	121
mm	144
mn	210
mo	143
mp	210
mq	140
mr	110
ms	110
mt	140
mu	198
mv	120
mw	110
mx	120
my	266
mz	150
m;	169
m,	120
m/	180
m.	120
m_	100
na	130
nb	150
nc	120
nd	100
ne	110
nf	100
ng	130
nh	182
ni	165
nj	150
nk	130
nl	143
nm	180
nn	180
no	176
np	266
nq	140
nr	110
ns	110
nt	140
nu	209
nv	120
nw	110
nx	120
ny	252
nz	150
n;	234
n,	144
n/	270
n.	144
n_	100
oa	130
ob	150
oc	120
od	100
oe	110
of	100
og	130
oh	195
oi	110
oj	110
ok	120
ol	154
om	168
on	240
oo	132
op	224
oq	140
or	110
os	110
ot	140
ou	110
ov	120
ow	110
ox	120
oy	182
oz	150
o;	208
o,	192
o/	270
o.	216
o_	100
pa	130
pb	150
pc	120
pd	100
pe	110
pf	100
pg	130
ph	234
pi	132
pj	130
pk	130
pl	176
pm	180
pn	285
po	176
pp	168
pq	140
pr	110
ps	110
pt	140
pu	132
pv	120
pw	110
px	120
py	224
pz	150
p;	182
p,	216
p/	270
p.	216
p_	100
qa	182
qb	285
qc	180
qd	130
qe	132
qf	130
qg	234
qh	130
qi	110
qj	100
qk	100
ql	110
qm	120
qn	150
qo	110
qp	140
qq	168
qr	132
qs	176
qt	224
qu	110
qv	180
qw	176
qx	216
qy	140
qz	270
q;	130
q,	120
q/	150
q.	120
q_	100
ra	169
rb	285
rc	180
rd	120
re	110
rf	140
rg	195
rh	130
ri	110
rj	100
rk	100
rl	110
rm	120
rn	150
ro	110
rp	140
rq	182
rr	132
rs	121
rt	196
ru	110
rv	216
rw	110
rx	180
ry	140
rz	240
r;	130
r,	120
r/	150
r.	120
r_	100
sa	208
sb	225
sc	144
sd	100
se	121
sf	100
sg	156
sh	130
si	110
sj	100
sk	100
sl	110
sm	120
sn	150
so	110
sp	140
sq	224
sr	121
ss	132
st	182
su	110
sv	144
sw	154
sx	168
sy	140
sz	240
s;	130
s,	120
s/	150
s.	120
s_	100
ta	234
tb	270
tc	180
td	140
te	132
tf	150
tg	182
th	130
ti	110
tj	100
tk	100
tl	110
tm	120
tn	150
to	110
tp	140
tq	224
tr	165
ts	143
tt	168
tu	110
tv	228
tw	132
tx	180
ty	140
tz	285
t;	130
t,	120
t/	150
t.	120
t_	100
ua	130
ub	150
uc	120
ud	100
ue	110
uf	100
ug	130
uh	195
ui	110
uj	140
uk	110
ul	121
um	216
un	285
uo	110
up	168
uq	140
ur	110
us	110
ut	140
uu	132
uv	120
uw	110
ux	120
uy	196
uz	150
u;	169
u,	168
u/	240
u.	180
u_	100
va	169
vb	210
vc	120
vd	110
ve	132
vf	140
vg	195
vh	130
vi	110
vj	100
vk	100
vl	110
vm	120
vn	150
vo	110
vp	140
vq	224
vr	198
vs	121
vt	266
vu	110
vv	144
vw	132
vx	120
vy	140
vz	180
v;	130
v,	120
v/	150
v.	120
v_	100
wa	208
wb	240
wc	180
wd	120
we	110
wf	110
wg	156
wh	130
wi	110
wj	100
wk	100
wl	110
wm	120
wn	150
wo	110
wp	140
wq	224
wr	110
ws	154
wt	168
wu	110
wv	168
ww	132
wx	216
wy	140
wz	270
w;	130
w,	120
w/	150
w.	120
w_	100
xa	208
xb	180
xc	120
xd	110
xe	132
xf	110
xg	169
xh	130
xi	110
xj	100
xk	100
xl	110
xm	120
xn	150
xo	110
xp	140
xq	252
xr	165
xs	154
xt	224
xu	110
xv	120
xw	198
xx	144
xy	140
xz	240
x;	130
x,	120
x/	150
x.	120
x_	100
ya	130
yb	150
yc	120
yd	100
ye	110
yf	100
yg	130
yh	182
yi	132
yj	150
yk	130
yl	143
ym	228
yn	270
yo	132
yp	224
yq	140
yr	110
ys	110
yt	140
yu	154
yv	120
yw	110
yx	120
yy	168
yz	150
y;	234
y,	180
y/	285
y.	192
y_	100
za	208
zb	240
zc	144
zd	130
ze	165
zf	130
zg	234
zh	130
zi	110
zj	100
zk	100
zl	110
zm	120
zn	150
zo	110
zp	140
zq	252
zr	176
zs	176
zt	140
zu	110
zv	144
zw	198
zx	192
zy	140
zz	180
z;	130
z,	120
z/	150
z.	120
z_	100
;a	130
;b	150
;c	120
;d	100
;e	110
;f	100
;g	130
;h	208
;i	132
;j	120
;k	120
;l	176
;m	168
;n	270
;o	176
;p	196
;q	140
;r	110
;s	110
;t	140
;u	143
;v	120
;w	110
;x	120
;y	252
;z	150
;;	156
;,	180
;/	210
;.	192
;_	100
,a	130
,b	150
,c	120
,d	100
,e	110
,f	100
,g	130
,h	169
,i	198
,j	110
,k	140
,l	121
,m	120
,n	180
,o	132
,p	210
,q	140
,r	110
,s	110
,t	140
,u	110
,v	120
,w	110
,x	120
,y	210
,z	150
,;	182
,,	144
,/	180
,.	120
,_	100
/a	130
/b	150
/c	120
/d	100
/e	110
/f	100
/g	130
/h	234
/i	165
/j	130
/k	130
/l	176
/m	144
/n	240
/o	198
/p	252
/q	140
/r	110
/s	110
/t	140
/u	176
/v	120
/w	110
/x	120
/y	266
/z	150
/;	182
/,	144
//	180
/.	192
/_	100
.a	130
.b	150
.c	120
.d	100
.e	110
.f	100
.g	130
.h	169
.i	143
.j	110
.k	110
.l	154
.m	120
.n	180
.o	198
.p	252
.q	140
.r	110
.s	110
.t	140
.u	154
.v	120
.w	110
.x	120
.y	224
.z	150
.;	208
.,	120
./	240
..	144
._	100
_a	130
_b	150
_c	120
_d	100
_e	110
_f	100
_g	130
_h	130
_i	110
_j	100
_k	100
_l	110
_m	120
_n	150
_o	110
_p	140
_q	140
_r	110
_s	110
_t	140
_u	110
_v	120
_w	110
_x	120
_y	140
_z	150
_;	130
_,	120
_/	150
_.	120
__	100
